HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:29550	RIC8A	synembryn-A;synembryn	Q9NPQ8	protein-coding gene
HGNC:25555	RIC8B	RIC8;hSyn;FLJ10620	Q9NVN3	protein-coding gene
HGNC:28611	RICTOR	KIAA1999;PIA;MGC39830;AVO3	Q6R327	protein-coding gene
HGNC:16897	RIDA	PSP;P14.5;UK114	P52758	protein-coding gene
HGNC:23207	RIF1	FLJ10599;FLJ12870	Q5UIP0	protein-coding gene
HGNC:19102	RIGI	DKFZp434J1111;RIG1;RIG-I;RIG-1;FLJ13599	O95786	protein-coding gene
HGNC:26686	RIIAD1	FLJ36032	A6NNX1	protein-coding gene
HGNC:30266	RILP	FLJ31193	Q96NA2	protein-coding gene
HGNC:26814	RILPL1	FLJ39378	Q5EBL4	protein-coding gene
HGNC:28787	RILPL2	FLJ32372;MGC7036;FLJ30380	Q969X0	protein-coding gene
HGNC:30339	RIMBP2	KIAA0318;RBP2;PPP1R133;RIM-BP2;MGC15831	O15034	protein-coding gene
HGNC:29344	RIMBP3	RIMBP3.1;RIMBP3A;KIAA1666	Q9UFD9	protein-coding gene
HGNC:33891	RIMBP3B	not-available	A6NNM3	protein-coding gene
HGNC:33892	RIMBP3C	not-available	A6NJZ7	protein-coding gene
HGNC:28725	RIMKLA	NAAGS-II;MGC47816;RP11-157D18.1	Q8IXN7	protein-coding gene
HGNC:29228	RIMKLB	NAAGS-I;NAAGS;KIAA1238	Q9ULI2	protein-coding gene
HGNC:27750	RIMOC1	LOC285636	A6NDU8	protein-coding gene
HGNC:17282	RIMS1	KIAA0340;RIM;RIM1	Q86UR5	protein-coding gene
HGNC:17283	RIMS2	KIAA0751;RIM2;OBOE	Q9UQ26	protein-coding gene
HGNC:21292	RIMS3	RIM3;NIM3	Q9UJD0	protein-coding gene
HGNC:16183	RIMS4	dJ781B1.3	Q9H426	protein-coding gene
HGNC:18749	RIN1	not-available	Q13671	protein-coding gene
HGNC:18750	RIN2	RASSF4	Q8WYP3	protein-coding gene
HGNC:18751	RIN3	FLJ22439	Q8TB24	protein-coding gene
HGNC:10018	RING1	RNF1	Q06587	protein-coding gene
HGNC:24795	RINL	FLJ45909	Q6ZS11	protein-coding gene
HGNC:21876	RINT1	FLJ11785;RINT-1	Q6NUQ1	protein-coding gene
HGNC:18656	RIOK1	FLJ30006;AD034;RRP10;bA288G3.1	Q9BRS2	protein-coding gene
HGNC:18999	RIOK2	FLJ11159	Q9BVS4	protein-coding gene
HGNC:11451	RIOK3	not-available	O14730	protein-coding gene
HGNC:20968	RIOX1	JMJD9;FLJ21802;MAPJD;NO66	Q9H6W3	protein-coding gene
HGNC:19441	RIOX2	MINA53;FLJ14393;mdig;NO52;JMJD10	Q8IUF8	protein-coding gene
HGNC:10019	RIPK1	RIP-1;RIP;RIP1	Q13546	protein-coding gene
HGNC:10020	RIPK2	RICK;RIP2;CARD3;CARDIAK	O43353	protein-coding gene
HGNC:10021	RIPK3	RIP3	Q9Y572	protein-coding gene
HGNC:496	RIPK4	ANKK2;RIP4;PKK;DIK	P57078	protein-coding gene
HGNC:25836	RIPOR1	FLJ13725	Q6ZS17	protein-coding gene
HGNC:13872	RIPOR2	DIFF48;KIAA0386;MYONAP	Q9Y4F9	protein-coding gene
HGNC:16168	RIPOR3	dJ530I15.2;dJ530I15.3	Q96MK2	protein-coding gene
HGNC:25117	RIPPLY1	not-available	Q0D2K3	protein-coding gene
HGNC:21390	RIPPLY2	dJ237I15.1	Q5TAB7	protein-coding gene
HGNC:3047	RIPPLY3	not-available	P57055	protein-coding gene
HGNC:10023	RIT1	MGC125865;ROC1;RIBB;MGC125864	Q92963	protein-coding gene
HGNC:10017	RIT2	RIBA	Q99578	protein-coding gene
HGNC:25925	RITA1	FLJ14827;RITA	Q96K30	protein-coding gene
HGNC:10024	RLBP1	CRALBP	P12271	protein-coding gene
HGNC:10025	RLF	Zn-15L;ZNF292L	Q13129	protein-coding gene
HGNC:25322	RLIG1	DKFZp434N2030	Q8N999	protein-coding gene
HGNC:13429	RLIM	NY-REN-43;MGC15161	Q9NVW2	protein-coding gene
HGNC:10026	RLN1	H1	P04808	protein-coding gene
HGNC:10027	RLN2	bA12D24.1.1;bA12D24.1.2;H2;RLXH2	P04090	protein-coding gene
HGNC:17135	RLN3	RXN3;ZINS4;H3	Q8WXF3	protein-coding gene
HGNC:24326	RMC1	MIC1;HsT2591	Q96DM3	protein-coding gene
HGNC:24285	RMDN1	CGI-90;RMD1;FLJ20665	Q96DB5	protein-coding gene
HGNC:26567	RMDN2	FLJ32954;RMD2	Q96LZ7	protein-coding gene
HGNC:25550	RMDN3	FLJ10579;PTPIP51;RMD3	Q96TC7	protein-coding gene
HGNC:25764	RMI1	BLAP75;FLJ12888	Q9H9A7	protein-coding gene
HGNC:28349	RMI2	BLAP18;MGC24665	Q96E14	protein-coding gene
HGNC:21176	RMND1	RMD1;FLJ20627;bA351K16.3	Q9NWS8	protein-coding gene
HGNC:25850	RMND5A	FLJ13910;p44CTLH;RMD5;GID2;GID2A	Q9H871	protein-coding gene
HGNC:26181	RMND5B	GID2B;GID2;FLJ22318	Q96G75	protein-coding gene
HGNC:10044	RNASE1	RAC1	P07998	protein-coding gene
HGNC:19275	RNASE10	RNASE9;RAH1	Q5GAN6	protein-coding gene
HGNC:19269	RNASE11	RAJ1	Q8TAA1	protein-coding gene
HGNC:24211	RNASE12	RAI1	Q5GAN4	protein-coding gene
HGNC:25285	RNASE13	RAL1	Q5GAN3	protein-coding gene
HGNC:10045	RNASE2	RAF3;EDN	P10153	protein-coding gene
HGNC:10046	RNASE3	ECP;RAF1	P12724	protein-coding gene
HGNC:10047	RNASE4	RAB1	P34096	protein-coding gene
HGNC:10048	RNASE6	RAD1;RNaseK6	Q93091	protein-coding gene
HGNC:19278	RNASE7	RAE1	Q9H1E1	protein-coding gene
HGNC:19277	RNASE8	RAE2	Q8TDE3	protein-coding gene
HGNC:20673	RNASE9	h461;RAK1	P60153	protein-coding gene
HGNC:18466	RNASEH1	not-available	O60930	protein-coding gene
HGNC:18518	RNASEH2A	AGS4;RNHIA;RNASEHI;RNHL	O75792	protein-coding gene
HGNC:25671	RNASEH2B	FLJ11712	Q5TBB1	protein-coding gene
HGNC:24116	RNASEH2C	AYP1;AGS3	Q8TDP1	protein-coding gene
HGNC:33911	RNASEK	MGC71993	Q6P5S7	protein-coding gene
HGNC:10050	RNASEL	not-available	Q05823	protein-coding gene
HGNC:21686	RNASET2	bA514O12.3;RNASE6PL;FLJ10907	O00584	protein-coding gene
HGNC:18314	RND1	Rho6;RHOS;ARHS	Q92730	protein-coding gene
HGNC:18315	RND2	Rho7;RhoN	P52198	protein-coding gene
HGNC:671	RND3	Rho8;RhoE	P61587	protein-coding gene
HGNC:10055	RNF10	RIE2;KIAA0262	Q8N5U6	protein-coding gene
HGNC:12859	RNF103	hkf-1;KF1	O00237	protein-coding gene
HGNC:10056	RNF11	Sid1669p;CGI-123;MGC51169	Q9Y3C5	protein-coding gene
HGNC:17384	RNF111	DKFZP761D081;Arkadia;ARK;FLJ38008	Q6ZNA4	protein-coding gene
HGNC:12968	RNF112	BFP	Q9ULX5	protein-coding gene
HGNC:12974	RNF113A	RNF113;Cwc24	O15541	protein-coding gene
HGNC:17267	RNF113B	RNF161	Q8IZP6	protein-coding gene
HGNC:13094	RNF114	PSORS12	Q9Y508	protein-coding gene
HGNC:18154	RNF115	CL469780	Q9Y4L5	protein-coding gene
HGNC:21070	RNF121	FLJ11099	Q9H920	protein-coding gene
HGNC:21147	RNF122	FLJ12526	Q9H9V4	protein-coding gene
HGNC:21148	RNF123	KPC1;FLJ12565	Q5XPI4	protein-coding gene
HGNC:21150	RNF125	FLJ20456	Q96EQ8	protein-coding gene
HGNC:21151	RNF126	FLJ20552	Q9BV68	protein-coding gene
HGNC:21153	RNF128	FLJ23516;GRAIL	Q8TEB7	protein-coding gene
HGNC:10057	RNF13	RZF	O43567	protein-coding gene
HGNC:18280	RNF130	GOLIATH;GP;G1RZFP	Q86XS8	protein-coding gene
HGNC:21154	RNF133	not-available	Q8WVZ7	protein-coding gene
HGNC:21158	RNF135	MGC13061	Q8IUD6	protein-coding gene
HGNC:17765	RNF138	NARF;STRIN	Q8WVD3	protein-coding gene
HGNC:17023	RNF139	HRCA1;RCA1;TRC8	Q8WU17	protein-coding gene
HGNC:10058	RNF14	ARA54;HFB30;TRIAD2	Q9UBS8	protein-coding gene
HGNC:21159	RNF141	ZNF230;ZFP26	Q8WVD5	protein-coding gene
HGNC:20457	RNF144A	hUIP4;UBCE7IP4;KIAA0161	P50876	protein-coding gene
HGNC:21578	RNF144B	bA528A10.3;P53RFP	Q7Z419	protein-coding gene
HGNC:20853	RNF145	FLJ31951	Q96MT1	protein-coding gene
HGNC:21336	RNF146	DKFZp434O1427;dactylidin;dJ351K20.1	Q9NTX7	protein-coding gene
HGNC:22411	RNF148	MGC35222	Q8N7C7	protein-coding gene
HGNC:23137	RNF149	FLJ90504	Q8NC42	protein-coding gene
HGNC:23138	RNF150	KIAA1214	Q9ULK6	protein-coding gene
HGNC:23235	RNF151	not-available	Q2KHN1	protein-coding gene
HGNC:26811	RNF152	FLJ39176	Q8N8N0	protein-coding gene
HGNC:29402	RNF157	KIAA1917	Q96PX1	protein-coding gene
HGNC:28856	RNF166	MGC14381;MGC2647	Q96A37	protein-coding gene
HGNC:24544	RNF167	DKFZP566H073	Q9H6Y7	protein-coding gene
HGNC:26661	RNF168	FLJ35794	Q8IYW5	protein-coding gene
HGNC:26961	RNF169	KIAA1991	Q8NCN4	protein-coding gene
HGNC:10060	RNF17	SPATA23;Mmip-2;FLJ11045	Q9BXT8	protein-coding gene
HGNC:25358	RNF170	DKFZP564A022;ADSA	Q96K19	protein-coding gene
HGNC:27735	RNF175	FLJ34190	Q8N4F7	protein-coding gene
HGNC:27752	RNF180	not-available	Q86T96	protein-coding gene
HGNC:28037	RNF181	HSPC238	Q9P0P0	protein-coding gene
HGNC:28522	RNF182	MGC33993	Q8N6D2	protein-coding gene
HGNC:28721	RNF183	MGC4734	Q96D59	protein-coding gene
HGNC:26783	RNF185	FLJ38628	Q96GF1	protein-coding gene
HGNC:25978	RNF186	FLJ20225	Q9NXI6	protein-coding gene
HGNC:27146	RNF187	RACO1;RACO-1	Q5TA31	protein-coding gene
HGNC:13432	RNF19A	dorfin;DKFZp566B1346	Q9NV58	protein-coding gene
HGNC:26886	RNF19B	FLJ90005;NKLAM	Q6ZMZ0	protein-coding gene
HGNC:10061	RNF2	BAP1;RING2;RING1B;DING;HIPI3;BAP-1	Q99496	protein-coding gene
HGNC:10062	RNF20	KAIA2779;FLJ20382;hBRE1;FLJ11189;BRE1A;BRE1	Q5VTR2	protein-coding gene
HGNC:32947	RNF207	FLJ32096;FLJ46380	Q6ZRF8	protein-coding gene
HGNC:25420	RNF208	DKFZP761H1710	Q9H0X6	protein-coding gene
HGNC:27729	RNF212	FLJ38841	Q495C1	protein-coding gene
HGNC:20438	RNF212B	not-available	A8MTL3	protein-coding gene
HGNC:14539	RNF213	KIAA1554;ALO17;NET57	Q63HN8	protein-coding gene
HGNC:25335	RNF214	DKFZp547C195	Q8ND24	protein-coding gene
HGNC:33434	RNF215	not-available	Q9Y6U7	protein-coding gene
HGNC:21698	RNF216	ZIN;TRIAD3;UBCE7IP1	Q9NWF9	protein-coding gene
HGNC:33610	RNF216P1	not-available	Q6NUR6	pseudogene
HGNC:21487	RNF217	dJ84N20.1;MGC26996	Q8TC41	protein-coding gene
HGNC:25552	RNF220	FLJ10597	Q5VTB9	protein-coding gene
HGNC:34517	RNF222	not-available	A6NCQ9	protein-coding gene
HGNC:40020	RNF223	not-available	E7ERA6	protein-coding gene
HGNC:41912	RNF224	not-available	P0DH78	protein-coding gene
HGNC:51249	RNF225	not-available	M0QZC1	protein-coding gene
HGNC:27571	RNF227	not-available	A6NIN4	protein-coding gene
HGNC:13779	RNF24	G1L	Q9Y225	protein-coding gene
HGNC:14662	RNF25	AO7;FLJ13906	Q96BH1	protein-coding gene
HGNC:14646	RNF26	MGC2642	Q9BY78	protein-coding gene
HGNC:16031	RNF31	HOIP;ZIBRA;Paul;FLJ10111;FLJ23501	Q96EP0	protein-coding gene
HGNC:17118	RNF32	FKSG33;HSD15;LMBR2	Q9H0A6	protein-coding gene
HGNC:48971	RNF32-DT	MY040	Q8NI28	non-coding RNA
HGNC:17297	RNF34	FLJ21786;RIFF;RIF	Q969K3	protein-coding gene
HGNC:18052	RNF38	not-available	Q9H0F5	protein-coding gene
HGNC:18064	RNF39	LIRF;FAP216;HZFw1	Q9H2S5	protein-coding gene
HGNC:10067	RNF4	SNURF;RES4-26;SLX5	P78317	protein-coding gene
HGNC:16867	RNF40	KIAA0661;RBP95;BRE1B;STARING	O75150	protein-coding gene
HGNC:18401	RNF41	SBBI03;NRDP1	Q9H4P4	protein-coding gene
HGNC:18505	RNF43	DKFZp781H0392;URCC;FLJ20315	Q68DV7	protein-coding gene
HGNC:19180	RNF44	KIAA1100	Q7L0R7	protein-coding gene
HGNC:10068	RNF5	RMA1;NG2;G16;RING5	Q99942	protein-coding gene
HGNC:10069	RNF6	DKFZp686P0776	Q9Y252	protein-coding gene
HGNC:10070	RNF7	ROC2;SAG;RBX2;CKBBP1	Q9UBF6	protein-coding gene
HGNC:10071	RNF8	KIAA0646	O76064	protein-coding gene
HGNC:30206	RNFT1	PTD016	Q5M7Z0	protein-coding gene
HGNC:25905	RNFT2	FLJ14627	Q96EX2	protein-coding gene
HGNC:10073	RNGTT	HCE1;hCAP;HCE	O60942	protein-coding gene
HGNC:10074	RNH1	RAI	P13489	protein-coding gene
HGNC:25641	RNLS	FLJ11218;renalase	Q5VYX0	protein-coding gene
HGNC:10075	RNMT	N7-MTase;RG7MT1	O43148	protein-coding gene
HGNC:18666	RNPC3	FLJ20008;RBM40;KIAA1839;SNRNP65	Q96LT9	protein-coding gene
HGNC:10078	RNPEP	APB	Q9H4A4	protein-coding gene
HGNC:10079	RNPEPL1	not-available	Q9HAU8	protein-coding gene
HGNC:10080	RNPS1	not-available	Q15287	protein-coding gene
HGNC:11313	RO60	not-available	P10155	protein-coding gene
HGNC:10249	ROBO1	DUTT1;SAX3;FLJ21882	Q9Y6N7	protein-coding gene
HGNC:10250	ROBO2	KIAA1568	Q9HCK4	protein-coding gene
HGNC:13433	ROBO3	HGPS;FLJ21044;RBIG1	Q96MS0	protein-coding gene
HGNC:17985	ROBO4	ECSM4;FLJ20798;MRB	Q8WZ75	protein-coding gene
HGNC:10251	ROCK1	p160ROCK	Q13464	protein-coding gene
HGNC:10252	ROCK2	not-available	O75116	protein-coding gene
HGNC:29478	ROGDI	RAV2;FLJ22386;ROGD1	Q9GZN7	protein-coding gene
HGNC:10254	ROM1	ROM;TSPAN23	Q03395	protein-coding gene
HGNC:16185	ROMO1	bA353C18.2;MTGMP	P60602	protein-coding gene
HGNC:17692	ROPN1	CT91;ropporin;ODF6;ROPN1A	Q9HAT0	protein-coding gene
HGNC:31927	ROPN1B	not-available	Q9BZX4	protein-coding gene
HGNC:24060	ROPN1L	FLJ25776;ASP;RSPH11	Q96C74	protein-coding gene
HGNC:10256	ROR1	not-available	Q01973	protein-coding gene
HGNC:10257	ROR2	not-available	Q01974	protein-coding gene
HGNC:10258	RORA	RORalpha;ROR3;ROR2;NR1F1;ROR-alpha;RORα;RZRA;RORa1;ROR1	P35398	protein-coding gene
HGNC:10259	RORB	RZRB;ROR-BETA;RZR-BETA;RORβ;NR1F2	Q92753	protein-coding gene
HGNC:10260	RORC	TOR;RORG;NR1F3;RZRG	P51449	protein-coding gene
HGNC:10261	ROS1	ROS;c-ros-1;MCF3	P08922	protein-coding gene
HGNC:10263	RP1	DCDC4A;ORP1	P56715	protein-coding gene
HGNC:15946	RP1L1	DCDC4B	Q8IWN7	protein-coding gene
HGNC:10274	RP2	NME10;TBCCD2;NM23-H10	O75695	protein-coding gene
HGNC:10288	RP9	PAP-1	Q8TA86	protein-coding gene
HGNC:10289	RPA1	RF-A;RP-A;REPA1;RPA70;HSSB	P27694	protein-coding gene
HGNC:10290	RPA2	not-available	P15927	protein-coding gene
HGNC:10291	RPA3	REPA3	P35244	protein-coding gene
HGNC:30305	RPA4	HSU24186	Q13156	protein-coding gene
HGNC:28641	RPAIN	MGC4189;hRIP;RIP	Q86UA6	protein-coding gene
HGNC:24567	RPAP1	FLJ12732;KIAA1403;MGC858;DKFZP727M111	Q9BWH6	protein-coding gene
HGNC:25791	RPAP2	FLJ13150;Rtr1	Q8IXW5	protein-coding gene
HGNC:26151	RPAP3	Tah1;hSpagh;spag;FLJ21908	Q9H6T3	protein-coding gene
HGNC:10293	RPE	not-available	Q96AT9	protein-coding gene
HGNC:10294	RPE65	LCA2;BCO3;rd12	Q16518	protein-coding gene
HGNC:45241	RPEL1	not-available	Q2QD12	protein-coding gene
HGNC:30350	RPF1	not-available	Q9H9Y2	protein-coding gene
HGNC:20870	RPF2	bA397G5.4;FLJ21087	Q9H7B2	protein-coding gene
HGNC:10295	RPGR	CORDX1	Q92834	protein-coding gene
HGNC:13436	RPGRIP1	CORD13;LCA6;RGI1	Q96KN7	protein-coding gene
HGNC:29168	RPGRIP1L	KIAA1005;NPHP8;JBTS7;CORS3;MKS5;FTM;PPP1R134	Q68CZ1	protein-coding gene
HGNC:17056	RPH3A	KIAA0985;exophilin-1;rabphilin	Q9Y2J0	protein-coding gene
HGNC:10296	RPH3AL	Noc2	Q9UNE2	protein-coding gene
HGNC:10297	RPIA	not-available	P49247	protein-coding gene
HGNC:10298	RPL10	DXS648E;QM;L10;DXS648;NOV;FLJ23544;uL16	P27635	protein-coding gene
HGNC:10299	RPL10A	L10A;Csa-19;uL1	P62906	protein-coding gene
HGNC:17976	RPL10L	not-available	Q96L21	protein-coding gene
HGNC:10301	RPL11	L11;uL5	P62913	protein-coding gene
HGNC:10302	RPL12	L12;uL11	P30050	protein-coding gene
HGNC:10303	RPL13	eL13;D16S444E;L13;BBC1	P26373	protein-coding gene
HGNC:10304	RPL13A	uL13;L13A	P40429	protein-coding gene
HGNC:23539	RPL13AP3	not-available	Q6NVV1	pseudogene
HGNC:10305	RPL14	hRL14;L14;RL14;CTG-B33;eL14	P50914	protein-coding gene
HGNC:10306	RPL15	EC45;RPLY10;L15;eL15;RPYL10;RPL10	P61313	protein-coding gene
HGNC:10307	RPL17	uL22;L17;rpL23	P18621	protein-coding gene
HGNC:10310	RPL18	L18;eL18	Q07020	protein-coding gene
HGNC:10311	RPL18A	eL20;L18A	Q02543	protein-coding gene
HGNC:10312	RPL19	L19;eL19;FLJ27452;MGC71997;DKFZp779D216	P84098	protein-coding gene
HGNC:10313	RPL21	MGC104275;FLJ27458;L21;DKFZp686C06101;MGC71252;MGC104274;eL21	P46778	protein-coding gene
HGNC:10315	RPL22	eL22;L22;EAP	P35268	protein-coding gene
HGNC:27610	RPL22L1	not-available	Q6P5R6	protein-coding gene
HGNC:10316	RPL23	rpL17;L23;uL14	P62829	protein-coding gene
HGNC:10317	RPL23A	L23A;uL23	P62750	protein-coding gene
HGNC:10325	RPL24	L24;eL24	P83731	protein-coding gene
HGNC:10327	RPL26	uL24;L26	P61254	protein-coding gene
HGNC:17050	RPL26L1	not-available	Q9UNX3	protein-coding gene
HGNC:10328	RPL27	eL27;L27	P61353	protein-coding gene
HGNC:10329	RPL27A	uL15;L27A	P46776	protein-coding gene
HGNC:10330	RPL28	FLJ43307;L28;eL28	P46779	protein-coding gene
HGNC:10331	RPL29	HUMRPL29;HIP;eL29;L29	P47914	protein-coding gene
HGNC:10332	RPL3	uL3;L3	P39023	protein-coding gene
HGNC:10333	RPL30	L30;eL30	P62888	protein-coding gene
HGNC:10334	RPL31	L31;eL31	P62899	protein-coding gene
HGNC:10336	RPL32	L32;eL32	P62910	protein-coding gene
HGNC:10340	RPL34	eL34;L34	P49207	protein-coding gene
HGNC:10344	RPL35	uL29;L35	P42766	protein-coding gene
HGNC:10345	RPL35A	eL33;L35A;GIG33	P18077	protein-coding gene
HGNC:13631	RPL36	DKFZp566B023;eL36;L36	Q9Y3U8	protein-coding gene
HGNC:10359	RPL36A	L36A;eL42	P83881	protein-coding gene
HGNC:10346	RPL36AL	not-available	Q969Q0	protein-coding gene
HGNC:10347	RPL37	eL37;L37	P61927	protein-coding gene
HGNC:10348	RPL37A	L37A;eL43	P61513	protein-coding gene
HGNC:35645	RPL37AP8	not-available	A6NKH3	pseudogene
HGNC:10349	RPL38	eL38;L38	P63173	protein-coding gene
HGNC:10350	RPL39	L39;eL39	P62891	protein-coding gene
HGNC:17094	RPL39L	not-available	Q96EH5	protein-coding gene
HGNC:26015	RPL39P5	not-available	Q59GN2	pseudogene
HGNC:10351	RPL3L	not-available	Q92901	protein-coding gene
HGNC:10353	RPL4	L4;uL4	P36578	protein-coding gene
HGNC:10354	RPL41	L41;eL41	P62945	protein-coding gene
HGNC:10360	RPL5	L5;PPP1R135;uL18	P46777	protein-coding gene
HGNC:10362	RPL6	TAXREB107;eL6;L6	Q02878	protein-coding gene
HGNC:10363	RPL7	L7;uL30;humL7-1	P18124	protein-coding gene
HGNC:10364	RPL7A	TRUP;SURF3;eL8;L7A	P62424	protein-coding gene
HGNC:21370	RPL7L1	dJ475N16.4	Q6DKI1	protein-coding gene
HGNC:10368	RPL8	uL2;L8	P62917	protein-coding gene
HGNC:10369	RPL9	uL6;L9	P32969	protein-coding gene
HGNC:10371	RPLP0	LP0;P0;L10E;PRLP0;RPP0;uL10	P05388	protein-coding gene
HGNC:36404	RPLP0P6	not-available	Q8NHW5	pseudogene
HGNC:10372	RPLP1	LP1;P1	P05386	protein-coding gene
HGNC:10377	RPLP2	P2;MGC71408;RPP2;LP2	P05387	protein-coding gene
HGNC:10381	RPN1	OST1	P04843	protein-coding gene
HGNC:10382	RPN2	RPNII;RPN-II;RIBIIR;SWP1	P04844	protein-coding gene
HGNC:30327	RPP14	P14	O95059	protein-coding gene
HGNC:21300	RPP21	FLJ22638;Em:AB014085.3	Q9H633	protein-coding gene
HGNC:30361	RPP25	FLJ20374	Q9BUL9	protein-coding gene
HGNC:19909	RPP25L	MGC29635;bA296L22.5	Q8N5L8	protein-coding gene
HGNC:17688	RPP30	TSG15	P78346	protein-coding gene
HGNC:30329	RPP38	not-available	P78345	protein-coding gene
HGNC:28582	RPP38-DT	bA455B2.4;MGC35468	Q8N326	non-coding RNA
HGNC:20992	RPP40	bA428J1.3	O75818	protein-coding gene
HGNC:25560	RPRD1A	FLJ10656;P15RS;HsT3101	Q96P16	protein-coding gene
HGNC:16209	RPRD1B	FLJ44520;Kub5-Hera;K-H;DKFZp434P0735;CREPT;dJ1057B20.2;NET60	Q9NQG5	protein-coding gene
HGNC:29039	RPRD2	HSPC099;FLJ32145	Q5VT52	protein-coding gene
HGNC:24201	RPRM	FLJ90327;REPRIMO	Q9NS64	protein-coding gene
HGNC:32422	RPRML	MGC43894	Q8N4K4	protein-coding gene
HGNC:10383	RPS10	eS10;MGC88819;S10	P46783	protein-coding gene
HGNC:15795	RPS10P5	bA371L19.2	Q9NQ39	pseudogene
HGNC:10384	RPS11	uS17;S11	P62280	protein-coding gene
HGNC:10385	RPS12	S12;eS12	P25398	protein-coding gene
HGNC:10386	RPS13	S13;uS15	P62277	protein-coding gene
HGNC:10387	RPS14	S14;EMTB;uS11	P62263	protein-coding gene
HGNC:10388	RPS15	MGC111130;S15;uS19;RIG	P62841	protein-coding gene
HGNC:10389	RPS15A	uS8;S15A	P62244	protein-coding gene
HGNC:10396	RPS16	S16;uS9	P62249	protein-coding gene
HGNC:10397	RPS17	RPS17L1;eS17;S17;RPS17L2;MGC72007	P08708	protein-coding gene
HGNC:10401	RPS18	KE3;HKE3;S18;KE-3;uS13	P62269	protein-coding gene
HGNC:10402	RPS19	DBA;eS19;S19	P39019	protein-coding gene
HGNC:28749	RPS19BP1	MGC52010;FLJ21770	Q86WX3	protein-coding gene
HGNC:10404	RPS2	uS5;LLREP3;S2	P15880	protein-coding gene
HGNC:10405	RPS20	uS10;S20	P60866	protein-coding gene
HGNC:10409	RPS21	eS21;S21	P63220	protein-coding gene
HGNC:10410	RPS23	uS12;S23	P62266	protein-coding gene
HGNC:10411	RPS24	eS24;S24	P62847	protein-coding gene
HGNC:10413	RPS25	eS25;S25	P62851	protein-coding gene
HGNC:10414	RPS26	eS26;S26	P62854	protein-coding gene
HGNC:31817	RPS26P11	bA366E13.1	Q5JNZ5	pseudogene
HGNC:10416	RPS27	MPS-1;MPS1;S27;eS27	P42677	protein-coding gene
HGNC:10417	RPS27A	S27A;UBCEP80;eS31;Uba80	P62979	protein-coding gene
HGNC:18476	RPS27L	not-available	Q71UM5	protein-coding gene
HGNC:10418	RPS28	S28;eS28	P62857	protein-coding gene
HGNC:10419	RPS29	S29;uS14	P62273	protein-coding gene
HGNC:10420	RPS3	FLJ26283;FLJ27450;MGC87870;S3;uS3	P23396	protein-coding gene
HGNC:10421	RPS3A	eS1;S3A	P61247	protein-coding gene
HGNC:10424	RPS4X	RPS4;SCAR;CCG2;FLJ40595;DXS306;SCR10;eS4	P62701	protein-coding gene
HGNC:10425	RPS4Y1	MGC5070;MGC119100;S4	P22090	protein-coding gene
HGNC:18501	RPS4Y2	not-available	Q8TD47	protein-coding gene
HGNC:10426	RPS5	S5;uS7	P46782	protein-coding gene
HGNC:10429	RPS6	eS6;S6	P62753	protein-coding gene
HGNC:10430	RPS6KA1	MAPKAPK1;RSK1;p90Rsk;HU-1	Q15418	protein-coding gene
HGNC:10431	RPS6KA2	RSK3;HU-2	Q15349	protein-coding gene
HGNC:10432	RPS6KA3	RSK2;HU-3	P51812	protein-coding gene
HGNC:10433	RPS6KA4	RSK-B;MSK2	O75676	protein-coding gene
HGNC:10434	RPS6KA5	MSK1;RLPK	O75582	protein-coding gene
HGNC:10435	RPS6KA6	RSK4	Q9UK32	protein-coding gene
HGNC:10436	RPS6KB1	S6K;S6K1;PS6K;p70(S6K)-alpha	P23443	protein-coding gene
HGNC:10437	RPS6KB2	P70-BETA;S6KB;STK14B;S6Kβ;KLS;S6Kbeta;p70S6Kb	Q9UBS0	protein-coding gene
HGNC:10439	RPS6KC1	RSKL1;humS6PKh1	Q96S38	protein-coding gene
HGNC:20222	RPS6KL1	MGC11287;RSKL2	Q9Y6S9	protein-coding gene
HGNC:10440	RPS7	S7;eS7	P62081	protein-coding gene
HGNC:10441	RPS8	eS8;S8	P62241	protein-coding gene
HGNC:10442	RPS9	S9;uS4	P46781	protein-coding gene
HGNC:6502	RPSA	LRP;SA;37LRP;p40;uS2	P08865	protein-coding gene
HGNC:36809	RPSA2	not-available	A0A8I5KQE6	protein-coding gene
HGNC:26809	RPTN	FLJ39117	Q6XPR3	protein-coding gene
HGNC:30287	RPTOR	Mip1;raptor;KIAA1303;KOG1	Q8N122	protein-coding gene
HGNC:14173	RPUSD1	MGC19600;RLUCL	Q9UJJ7	protein-coding gene
HGNC:24180	RPUSD2	FLJ31409;PUS9;C18B11	Q8IZ73	protein-coding gene
HGNC:28437	RPUSD3	MGC29784	Q6P087	protein-coding gene
HGNC:25898	RPUSD4	FLJ14494	Q96CM3	protein-coding gene
HGNC:10446	RRAD	RAD;REM3	P55042	protein-coding gene
HGNC:16963	RRAGA	RAGA;FIP-1	Q7L523	protein-coding gene
HGNC:19901	RRAGB	not-available	Q5VZM2	protein-coding gene
HGNC:19902	RRAGC	GTR2;FLJ13311	Q9HB90	protein-coding gene
HGNC:19903	RRAGD	DKFZP761H171;bA11D8.2.1	Q9NQL2	protein-coding gene
HGNC:10447	RRAS	R-Ras;RRAS1	P10301	protein-coding gene
