HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:8619	PAX5	PAX-5;BSAP	Q02548	protein-coding gene
HGNC:8620	PAX6	D11S812E;WAGR;AN	P26367	protein-coding gene
HGNC:8621	PAX7	Hup1	P23759	protein-coding gene
HGNC:8622	PAX8	PAX-8	Q06710	protein-coding gene
HGNC:8623	PAX9	not-available	P55771	protein-coding gene
HGNC:13579	PAXBP1	fSAP105;GCFC	Q9Y5B6	protein-coding gene
HGNC:8624	PAXIP1	CAGF28;CAGF29;PTIP;TNRC2	Q6ZW49	protein-coding gene
HGNC:27849	PAXX	XLS	Q9BUH6	protein-coding gene
HGNC:28790	PBDC1	MGC874	Q9BVG4	protein-coding gene
HGNC:18282	PBK	TOPK;CT84;SPK;FLJ14385;Nori-3	Q96KB5	protein-coding gene
HGNC:23301	PBLD	FLJ14767;MAWBP;MAWDBP	P30039	protein-coding gene
HGNC:21079	PBOV1	UROC28;UC28	Q9GZY1	protein-coding gene
HGNC:30064	PBRM1	BAF180;PB1;SMARCH1	Q86U86	protein-coding gene
HGNC:8632	PBX1	not-available	P40424	protein-coding gene
HGNC:8633	PBX2	HOX12;G17;PBX2MHC	P40425	protein-coding gene
HGNC:8634	PBX3	not-available	P40426	protein-coding gene
HGNC:13403	PBX4	not-available	Q9BYU1	protein-coding gene
HGNC:21199	PBXIP1	HPIP	Q96AQ6	protein-coding gene
HGNC:8636	PC	PCB	P11498	protein-coding gene
HGNC:34383	PCARE	FLJ34931;RP54	A6NGG8	protein-coding gene
HGNC:8646	PCBD1	PCD	P61457	protein-coding gene
HGNC:24474	PCBD2	DCOHM;DCOH2	Q9H0N5	protein-coding gene
HGNC:8647	PCBP1	HNRPX;hnRNP-E1;hnRNP-X;HNRPE1	Q15365	protein-coding gene
HGNC:8648	PCBP2	HNRNPE2;HNRPE2;hnRNP-E2	Q15366	protein-coding gene
HGNC:8651	PCBP3	FLJ44028	P57721	protein-coding gene
HGNC:8652	PCBP4	MCG10;LIP4	P57723	protein-coding gene
HGNC:8653	PCCA	not-available	P05165	protein-coding gene
HGNC:8654	PCCB	not-available	P05166	protein-coding gene
HGNC:8655	PCDH1	pc42	Q08174	protein-coding gene
HGNC:13404	PCDH10	KIAA1400;OL-PCDH	Q9P2E7	protein-coding gene
HGNC:8656	PCDH11X	PPP1R119;PCDHX;PCDH-X	Q9BZA7	protein-coding gene
HGNC:15813	PCDH11Y	PCDHY	Q9BZA8	protein-coding gene
HGNC:8657	PCDH12	not-available	Q9NPG4	protein-coding gene
HGNC:14674	PCDH15	CDHR15	Q96QU1	protein-coding gene
HGNC:14267	PCDH17	PCDH68;PCH68	O14917	protein-coding gene
HGNC:14268	PCDH18	PCDH68L;KIAA1562	Q9HCL0	protein-coding gene
HGNC:14270	PCDH19	KIAA1313;EIEE9	Q8TAB3	protein-coding gene
HGNC:14257	PCDH20	PCDH13;FLJ22218	Q8N6Y1	protein-coding gene
HGNC:8659	PCDH7	PPP1R120;BH-Pcdh	O60245	protein-coding gene
HGNC:8660	PCDH8	PAPC;ARCADLIN	O95206	protein-coding gene
HGNC:8661	PCDH9	not-available	Q9HC56	protein-coding gene
HGNC:8663	PCDHA1	not-available	Q9Y5I3	other
HGNC:8664	PCDHA10	CNRN8;PCDH-ALPHA10;CRNR8;CNR8	Q9Y5I2	other
HGNC:8665	PCDHA11	CNR7;CNRN7;PCDH-ALPHA11;CRNR7	Q9Y5I1	other
HGNC:8666	PCDHA12	PCDH-ALPHA12	Q9UN75	other
HGNC:8667	PCDHA13	PCDH-ALPHA13;CNR5;CRNR5;CNRN5	Q9Y5I0	other
HGNC:8668	PCDHA2	not-available	Q9Y5H9	other
HGNC:8669	PCDHA3	PCDH-ALPHA3	Q9Y5H8	other
HGNC:8670	PCDHA4	CNRN1;PCDH-ALPHA4;CNR1;CRNR1	Q9UN74	other
HGNC:8671	PCDHA5	CNRN6;CRNR6;CNR6;PCDH-ALPHA5	Q9Y5H7	other
HGNC:8672	PCDHA6	CRNR2;PCDH-ALPHA6;CNR2	Q9UN73	other
HGNC:8673	PCDHA7	CRNR4;CNR4	Q9UN72	other
HGNC:8674	PCDHA8	not-available	Q9Y5H6	other
HGNC:8675	PCDHA9	PCDH-ALPHA9;KIAA0345	Q9Y5H5	other
HGNC:8676	PCDHAC1	not-available	Q9H158	other
HGNC:8677	PCDHAC2	PCDH-ALPHA-C2	Q9Y5I4	other
HGNC:8680	PCDHB1	PCDH-BETA1	Q9Y5F3	other
HGNC:8681	PCDHB10	not-available	Q9UN67	other
HGNC:8682	PCDHB11	PCDH-BETA11;ME2	Q9Y5F2	other
HGNC:8683	PCDHB12	PCDH-BETA12	Q9Y5F1	other
HGNC:8684	PCDHB13	PCDH-BETA13	Q9Y5F0	other
HGNC:8685	PCDHB14	PCDH-BETA14	Q9Y5E9	other
HGNC:8686	PCDHB15	PCDH-BETA15	Q9Y5E8	other
HGNC:14546	PCDHB16	PCDH3X;ME1;PCDH-BETA16;PCDHB8a;KIAA1621	Q9NRJ7	other
HGNC:14548	PCDHB18P	PCDH-psi2	Q96TA0	pseudogene
HGNC:8687	PCDHB2	PCDH-BETA2	Q9Y5E7	other
HGNC:8688	PCDHB3	PCDH-BETA3	Q9Y5E6	other
HGNC:8689	PCDHB4	PCDH-BETA4	Q9Y5E5	other
HGNC:8690	PCDHB5	PCDH-BETA5;DKFZp586B0217	Q9Y5E4	other
HGNC:8691	PCDHB6	PCDH-BETA6	Q9Y5E3	other
HGNC:8692	PCDHB7	PCDH-BETA7	Q9Y5E2	other
HGNC:8693	PCDHB8	PCDH-BETA8;PCDH3I	Q9UN66	other
HGNC:8694	PCDHB9	PCDH3H;PCDH-BETA9	Q9Y5E1	other
HGNC:8696	PCDHGA1	PCDH-GAMMA-A1	Q9Y5H4	other
HGNC:8697	PCDHGA10	PCDH-GAMMA-A10	Q9Y5H3	other
HGNC:8698	PCDHGA11	PCDH-GAMMA-A11	Q9Y5H2	other
HGNC:8699	PCDHGA12	KIAA0588;PCDH-GAMMA-A12;FIB3	O60330	other
HGNC:8700	PCDHGA2	PCDH-GAMMA-A2	Q9Y5H1	other
HGNC:8701	PCDHGA3	PCDH-GAMMA-A3	Q9Y5H0	other
HGNC:8702	PCDHGA4	PCDH-GAMMA-A4	Q9Y5G9	other
HGNC:8703	PCDHGA5	CDH-GAMMA-A5;PCDH-GAMMA-A5;ME3	Q9Y5G8	other
HGNC:8704	PCDHGA6	PCDH-GAMMA-A6	Q9Y5G7	other
HGNC:8705	PCDHGA7	PCDH-GAMMA-A7	Q9Y5G6	other
HGNC:8706	PCDHGA8	KIAA0327;PCDH-GAMMA-A8	Q9Y5G5	other
HGNC:8707	PCDHGA9	PCDH-GAMMA-A9	Q9Y5G4	other
HGNC:8708	PCDHGB1	PCDH-GAMMA-B1	Q9Y5G3	other
HGNC:8709	PCDHGB2	PCDH-GAMMA-B2	Q9Y5G2	other
HGNC:8710	PCDHGB3	PCDH-GAMMA-B3	Q9Y5G1	other
HGNC:8711	PCDHGB4	FIB2;PCDH-GAMMA-B4;CDH20	Q9UN71	other
HGNC:8712	PCDHGB5	PCDH-GAMMA-B5	Q9Y5G0	other
HGNC:8713	PCDHGB6	PCDH-GAMMA-B6	Q9Y5F9	other
HGNC:8714	PCDHGB7	ME6;PCDH-GAMMA-B7	Q9Y5F8	other
HGNC:8716	PCDHGC3	PCDH-GAMMA-C3;PC-43;PC43	Q9UN70	other
HGNC:8717	PCDHGC4	PCDH-GAMMA-C4	Q9Y5F7	other
HGNC:8718	PCDHGC5	PCDH-GAMMA-C5	Q9Y5F6	other
HGNC:16212	PCED1A	FLJ22376;bA12M19.1	Q9H1Q7	protein-coding gene
HGNC:28255	PCED1B	MGC16044	Q96HM7	protein-coding gene
HGNC:30097	PCF11	KIAA0824	O94913	protein-coding gene
HGNC:17615	PCGF1	RNF68;MGC10882;NSPC1	Q9BSM1	protein-coding gene
HGNC:12929	PCGF2	MEL-18	P35227	protein-coding gene
HGNC:10066	PCGF3	RNF3A;MGC40413;DONG1;FLJ36550	Q3KNV8	protein-coding gene
HGNC:28264	PCGF5	MGC16202	Q86SE9	protein-coding gene
HGNC:21156	PCGF6	MBLR	Q9BYE7	protein-coding gene
HGNC:25653	PCID2	FLJ11305	Q5JVF3	protein-coding gene
HGNC:16200	PCIF1	CAPAM;bA465L10.1;PPP1R121	Q9H4Z3	protein-coding gene
HGNC:8724	PCK1	PEPCK-C	P35558	protein-coding gene
HGNC:8725	PCK2	PEPCK;PEPCK2	Q16822	protein-coding gene
HGNC:28961	PCLAF	NS5ATP9;p15(PAF);PAF15;OEATC-1	Q15004	protein-coding gene
HGNC:13406	PCLO	DKFZp779G1236;ACZ;KIAA0559	Q9Y6V0	protein-coding gene
HGNC:8727	PCM1	PTC4	Q15154	protein-coding gene
HGNC:8728	PCMT1	not-available	P22061	protein-coding gene
HGNC:30483	PCMTD1	FLJ10883	Q96MG8	protein-coding gene
HGNC:15882	PCMTD2	FLJ10883	Q9NV79	protein-coding gene
HGNC:8729	PCNA	not-available	P12004	protein-coding gene
HGNC:30023	PCNP	not-available	Q8WW12	protein-coding gene
HGNC:16068	PCNT	SCKL4;KIAA0402;PCN;PCNTB;KEN	O95613	protein-coding gene
HGNC:19740	PCNX1	KIAA0805;pecanex;KIAA0995	Q96RV3	protein-coding gene
HGNC:8736	PCNX2	KIAA0435;FLJ11383	A6NKB5	protein-coding gene
HGNC:18760	PCNX3	FLJ22427	Q9H6A9	protein-coding gene
HGNC:20349	PCNX4	not-available	Q63HM2	protein-coding gene
HGNC:8738	PCOLCE	PCPE1;PCPE	Q15113	protein-coding gene
HGNC:8739	PCOLCE2	PCPE2	Q9UKZ9	protein-coding gene
HGNC:39839	PCOTH	not-available	Q58A44	non-coding RNA
HGNC:30209	PCP2	MGC41903;GPSM4	Q8IVA1	protein-coding gene
HGNC:8742	PCP4	PEP-19	P48539	protein-coding gene
HGNC:20448	PCP4L1	IQM1	A6NKN8	protein-coding gene
HGNC:8743	PCSK1	PC1/3;SPC3;PC3;PC1	P29120	protein-coding gene
HGNC:17301	PCSK1N	SAAS;SCG8;proSAAS;BigLEN;SgVIII;PEN	Q9UHG2	protein-coding gene
HGNC:8744	PCSK2	PC2;SPC2	P16519	protein-coding gene
HGNC:8746	PCSK4	SPC5;DKFZp434B217;MGC34749;PC4	Q6UW60	protein-coding gene
HGNC:8747	PCSK5	PC5;SPC6;PC6	Q92824	protein-coding gene
HGNC:8569	PCSK6	SPC4	P29122	protein-coding gene
HGNC:8748	PCSK7	SPC7;LPC;PC8;PC7	Q16549	protein-coding gene
HGNC:20001	PCSK9	FH3;NARC-1	Q8NBP7	protein-coding gene
HGNC:8752	PCTP	STARD2	Q9UKL6	protein-coding gene
HGNC:20588	PCYOX1	KIAA0908;PCL1	Q9UHG3	protein-coding gene
HGNC:28477	PCYOX1L	MGC3265	Q8NBM8	protein-coding gene
HGNC:8754	PCYT1A	CT;CCTalpha;CTPCT	P49585	protein-coding gene
HGNC:8755	PCYT1B	CCTbeta;CTB;CCT-beta	Q9Y5K3	protein-coding gene
HGNC:8756	PCYT2	ET	Q99447	protein-coding gene
HGNC:14634	PDAP1	HASPP28;PAP;PAP1	Q13442	protein-coding gene
HGNC:8759	PDC	MEKA	P20941	protein-coding gene
HGNC:8760	PDCD1	PD1;hSLE1;PD-1;CD279	Q15116	protein-coding gene
HGNC:8761	PDCD10	TFAR15	Q9BUL8	protein-coding gene
HGNC:13408	PDCD11	KIAA0185;ALG-4;NFBP;RRP5	Q14690	protein-coding gene
HGNC:18731	PDCD1LG2	PD-L2;CD273;B7-DC;PDL2;B7DC;Btdc;bA574F11.2	Q9BQ51	protein-coding gene
HGNC:8762	PDCD2	ZMYND7;RP8	Q16342	protein-coding gene
HGNC:28194	PDCD2L	MGC13096	Q9BRP1	protein-coding gene
HGNC:8763	PDCD4	H731	Q53EL6	protein-coding gene
HGNC:8764	PDCD5	MGC9294;TFAR19	O14737	protein-coding gene
HGNC:8765	PDCD6	PEF1B;ALG-2	O75340	protein-coding gene
HGNC:8766	PDCD6IP	AIP1;Alix;Hp95	Q8WUM4	protein-coding gene
HGNC:8767	PDCD7	59K;HES18;ES18	Q8N8D1	protein-coding gene
HGNC:8770	PDCL	PhLP;DKFZp564M1863	Q13371	protein-coding gene
HGNC:29524	PDCL2	GCPHLP	Q8N4E4	protein-coding gene
HGNC:28860	PDCL3	VIAF1	Q9H2J4	protein-coding gene
HGNC:8772	PDE10A	not-available	Q9Y233	protein-coding gene
HGNC:8773	PDE11A	not-available	Q9HCR9	protein-coding gene
HGNC:25386	PDE12	DKFZp667B1218;3635;2'-PDE	Q6L8Q7	protein-coding gene
HGNC:8774	PDE1A	not-available	P54750	protein-coding gene
HGNC:8775	PDE1B	not-available	Q01064	protein-coding gene
HGNC:8776	PDE1C	Hcam3	Q14123	protein-coding gene
HGNC:8777	PDE2A	not-available	O00408	protein-coding gene
HGNC:8778	PDE3A	CGI-PDE	Q14432	protein-coding gene
HGNC:8779	PDE3B	HcGIP1	Q13370	protein-coding gene
HGNC:8780	PDE4A	not-available	P27815	protein-coding gene
HGNC:8781	PDE4B	not-available	Q07343	protein-coding gene
HGNC:8782	PDE4C	not-available	Q08493	protein-coding gene
HGNC:8783	PDE4D	not-available	Q08499	protein-coding gene
HGNC:15580	PDE4DIP	KIAA0454;KIAA0477;MMGL	Q5VU43	protein-coding gene
HGNC:8784	PDE5A	not-available	O76074	protein-coding gene
HGNC:8785	PDE6A	RP43	P16499	protein-coding gene
HGNC:8786	PDE6B	CSNB3;RP40;CSNBAD2;rd1	P35913	protein-coding gene
HGNC:8787	PDE6C	ACHM5;PDEA2;COD4	P51160	protein-coding gene
HGNC:8788	PDE6D	JBTS22	O43924	protein-coding gene
HGNC:8789	PDE6G	RP57	P18545	protein-coding gene
HGNC:8790	PDE6H	not-available	Q13956	protein-coding gene
HGNC:8791	PDE7A	HCP1	Q13946	protein-coding gene
HGNC:8792	PDE7B	not-available	Q9NP56	protein-coding gene
HGNC:8793	PDE8A	HsT19550	O60658	protein-coding gene
HGNC:8794	PDE8B	not-available	O95263	protein-coding gene
HGNC:8795	PDE9A	not-available	O76083	protein-coding gene
HGNC:30012	PDF	not-available	Q9HBH1	protein-coding gene
HGNC:8799	PDGFA	PDGF1;PDGF-A	P04085	protein-coding gene
HGNC:8800	PDGFB	SSV	P01127	protein-coding gene
HGNC:8801	PDGFC	fallotein;SCDGF	Q9NRA1	protein-coding gene
HGNC:30620	PDGFD	SCDGF-B;MSTP036;IEGF	Q9GZP0	protein-coding gene
HGNC:8803	PDGFRA	PDGFR2;GAS9;CD140a	P16234	protein-coding gene
HGNC:8804	PDGFRB	PDGFR1;JTK12;CD140b	P09619	protein-coding gene
HGNC:8805	PDGFRL	PRLTS	Q15198	protein-coding gene
HGNC:8806	PDHA1	E1alpha	P08559	protein-coding gene
HGNC:8807	PDHA2	not-available	P29803	protein-coding gene
HGNC:8808	PDHB	E1beta;PDHE1B	P11177	protein-coding gene
HGNC:21350	PDHX	proX;OPDX;E3BP;PDX1;DLDBP	O00330	protein-coding gene
HGNC:14180	PDIA2	PDA2;PDI;PDIR	Q13087	protein-coding gene
HGNC:4606	PDIA3	P58;HsT17083;PI-PLC;ERp61;ERp60;GRP57;ERp57	P30101	protein-coding gene
HGNC:30167	PDIA4	ERP70;ERP72	P13667	protein-coding gene
HGNC:24811	PDIA5	FLJ30401;PDIR	Q14554	protein-coding gene
HGNC:30168	PDIA6	ERp5;P5	Q15084	protein-coding gene
HGNC:18981	PDIK1L	CLIK1L	Q8N165	protein-coding gene
HGNC:27338	PDILT	PDIA7	Q8N807	protein-coding gene
HGNC:8809	PDK1	not-available	Q15118	protein-coding gene
HGNC:8810	PDK2	PDHK2	Q15119	protein-coding gene
HGNC:8811	PDK3	not-available	Q15120	protein-coding gene
HGNC:8812	PDK4	not-available	Q16654	protein-coding gene
HGNC:2067	PDLIM1	CLP36;CLP-36;hCLIM1	O00151	protein-coding gene
HGNC:13992	PDLIM2	not-available	Q96JY6	protein-coding gene
HGNC:20767	PDLIM3	ALP	Q53GG5	protein-coding gene
HGNC:16501	PDLIM4	RIL	P50479	protein-coding gene
HGNC:17468	PDLIM5	Enh;LIM	Q96HC4	protein-coding gene
HGNC:22958	PDLIM7	ENIGMA	Q9NR12	protein-coding gene
HGNC:9279	PDP1	PDH;PPM2A;PDP	Q9P0J1	protein-coding gene
HGNC:30263	PDP2	PPM2B;PPM2C2;KIAA1348	Q9P2J9	protein-coding gene
HGNC:8816	PDPK1	PDK1	O15530	protein-coding gene
HGNC:49897	PDPK2P	not-available	Q6A1A2	pseudogene
HGNC:29602	PDPN	aggrus;T1A-2;PA2.26;GP40;Gp38;D2-40	Q86YL7	protein-coding gene
HGNC:30264	PDPR	PDP3	Q8NCN5	protein-coding gene
HGNC:16119	PDRG1	dJ310O13.3	Q9NUG6	protein-coding gene
HGNC:29088	PDS5A	SCC-112;PIG54;KIAA0648	Q29RF7	protein-coding gene
HGNC:20418	PDS5B	FLJ23236;AS3;CG008;KIAA0979	Q9NTI5	protein-coding gene
HGNC:17759	PDSS1	COQ1A;COQ1;TPT	Q5T2R2	protein-coding gene
HGNC:23041	PDSS2	bA59I9.3;COQ1B	Q86YH6	protein-coding gene
HGNC:6107	PDX1	MODY4;GSF;IUF-1;IDX-1;STF-1;PDX-1	P52945	protein-coding gene
HGNC:28995	PDXDC1	KIAA0251	Q6P996	protein-coding gene
HGNC:27559	PDXDC2P	DKFZp761H1120	Q6P474	pseudogene
HGNC:8819	PDXK	PNK;MGC15873;FLJ31940;FLJ21324;PKH;PRED79	O00764	protein-coding gene
HGNC:30259	PDXP	FLJ32703;dJ37E16.5;CIN	Q96GD0	protein-coding gene
HGNC:8820	PDYN	PENKB;ADCA	P01213	protein-coding gene
HGNC:28034	PDZD11	not-available	Q5EBL8	protein-coding gene
HGNC:18486	PDZD2	KIAA0300	O15018	protein-coding gene
HGNC:21167	PDZD4	LU1;FLJ34125;LNX5;PDZRN4L;KIAA1444	Q76G19	protein-coding gene
HGNC:26257	PDZD7	FLJ23209;bA108L7.8	Q9H5P4	protein-coding gene
HGNC:26974	PDZD8	bA129M16.2;FLJ34427	Q8NEN9	protein-coding gene
HGNC:28740	PDZD9	MGC50721	Q8IXQ8	protein-coding gene
HGNC:8821	PDZK1	CLAMP;NHERF3;PDZD1;CAP70;NaPi-Cap1	Q5T2W1	protein-coding gene
HGNC:16887	PDZK1IP1	MAP17;SPAP;DD96	Q13113	protein-coding gene
HGNC:31974	PDZK1P1	OTTHUMG00000074107;OTTHUMT00000038524	A8MUH7	pseudogene
HGNC:17704	PDZRN3	SEMCAP3;SEMACAP3;KIAA1095;LNX3	Q9UPQ7	protein-coding gene
HGNC:30552	PDZRN4	IMAGE5767589;DKFZp434B0417;LNX4;FLJ33777	Q6ZMN7	protein-coding gene
HGNC:8822	PEA15	MAT1H;PED-PEA15;PED;PEA-15;PED/PEA15;MAT1;HMAT1;HUMMAT1H	Q15121	protein-coding gene
HGNC:29431	PEAK1	KIAA2002;sgk269	Q9H792	protein-coding gene
HGNC:24793	PEAK3	FLJ45778	Q6ZS72	protein-coding gene
HGNC:33631	PEAR1	FLJ00193;JEDI	Q5VY43	protein-coding gene
HGNC:8630	PEBP1	HCNP;PEBP;RKIP	P30086	protein-coding gene
HGNC:28319	PEBP4	CORK1;MGC22776;hPEBP4	Q96S96	protein-coding gene
HGNC:8823	PECAM1	CD31	P16284	protein-coding gene
HGNC:18281	PECR	TERP;HSA250303;SDR29C1	Q9BY49	protein-coding gene
HGNC:16735	PEDS1	Kua;CarF	A5PLL7	protein-coding gene
HGNC:30009	PEF1	PEF1A	Q9UBV8	protein-coding gene
HGNC:14005	PEG10	HB-1;MEF3L;Mart2;RGAG3;RTL2;SIRH1;Mar2;KIAA1051	Q86TG7	protein-coding gene
HGNC:8826	PEG3	ZKSCAN22;KIAA0287;ZNF904;ZSCAN24	Q9GZU2	protein-coding gene
HGNC:8827	PELI1	not-available	Q96FA3	protein-coding gene
HGNC:8828	PELI2	not-available	Q9HAT8	protein-coding gene
HGNC:30010	PELI3	MGC35521	Q8N2H9	protein-coding gene
HGNC:8829	PELO	not-available	Q9BRX2	protein-coding gene
HGNC:30134	PELP1	MNAR	Q8IZL8	protein-coding gene
HGNC:8830	PEMT	PEMT2;PEMPT	Q9UBM1	protein-coding gene
HGNC:8831	PENK	not-available	P01210	protein-coding gene
HGNC:8840	PEPD	not-available	P12955	protein-coding gene
HGNC:8845	PER1	RIGUI	O15534	protein-coding gene
HGNC:8846	PER2	KIAA0347	O15055	protein-coding gene
HGNC:8847	PER3	not-available	P56645	protein-coding gene
HGNC:52293	PERCC1	not-available	A0A1W2PR82	protein-coding gene
HGNC:28208	PERM1	MGC13275;RP11-54O7.8	Q5SV97	protein-coding gene
HGNC:17637	PERP	KRTCAP1;KCP1;dJ496H19.1;THW;PIGPC1	Q96FX8	protein-coding gene
HGNC:8848	PES1	NOP7;PES	O00541	protein-coding gene
HGNC:40038	PET100	not-available	P0DJ07	protein-coding gene
HGNC:40045	PET117	CSRP2BP	Q6UWS5	protein-coding gene
HGNC:8850	PEX1	not-available	O43933	protein-coding gene
HGNC:8851	PEX10	RNF69	O60683	protein-coding gene
HGNC:8852	PEX11A	MGC138534;MGC119947;PMP28;PEX11α;PEX11alpha	O75192	protein-coding gene
HGNC:8853	PEX11B	PEX11β;PEX11beta	O96011	protein-coding gene
HGNC:20208	PEX11G	PEX11gamma;PEX11γ	Q96HA9	protein-coding gene
HGNC:8854	PEX12	not-available	O00623	protein-coding gene
HGNC:8855	PEX13	not-available	Q92968	protein-coding gene
HGNC:8856	PEX14	not-available	O75381	protein-coding gene
HGNC:8857	PEX16	not-available	Q9Y5Y5	protein-coding gene
HGNC:9713	PEX19	D1S2223E;PXMP1;PMP1;PMPI;HK33	P40855	protein-coding gene
HGNC:9717	PEX2	PAF-1;RNF72;ZWS3;PMP35	P28328	protein-coding gene
HGNC:22965	PEX26	FLJ20695	Q7Z412	protein-coding gene
HGNC:8858	PEX3	not-available	P56589	protein-coding gene
HGNC:9719	PEX5	PTS1R	P50542	protein-coding gene
HGNC:30024	PEX5L	PXR2;TRIP8b;PEX5R	Q8IYB4	protein-coding gene
HGNC:8859	PEX6	PXAAA1;PAF-2	Q13608	protein-coding gene
HGNC:8860	PEX7	PTS2R;RD	O00628	protein-coding gene
HGNC:8861	PF4	SCYB4;CXCL4	P02776	protein-coding gene
HGNC:8862	PF4V1	CXCL4V1;SCYB4V1;CXCL4L1	P10720	protein-coding gene
HGNC:8863	PFAS	FGARAT;KIAA0361;GATD8;PURL	O15067	protein-coding gene
HGNC:8866	PFDN1	PFD1	O60925	protein-coding gene
HGNC:8867	PFDN2	not-available	Q9UHV9	protein-coding gene
HGNC:8868	PFDN4	C1;C-1;PFD4	Q9NQP4	protein-coding gene
HGNC:8869	PFDN5	PFD5;MM-1	Q99471	protein-coding gene
HGNC:4926	PFDN6	H2-KE2;KE-2;PFD6	O15212	protein-coding gene
HGNC:8872	PFKFB1	not-available	P16118	protein-coding gene
HGNC:8873	PFKFB2	not-available	O60825	protein-coding gene
HGNC:8874	PFKFB3	not-available	Q16875	protein-coding gene
HGNC:8875	PFKFB4	not-available	Q16877	protein-coding gene
HGNC:8876	PFKL	not-available	P17858	protein-coding gene
HGNC:8877	PFKM	PPP1R122;PFK-1	P08237	protein-coding gene
HGNC:8878	PFKP	PFKF;PFK-C	Q01813	protein-coding gene
HGNC:8881	PFN1	not-available	P07737	protein-coding gene
HGNC:8882	PFN2	not-available	P35080	protein-coding gene
HGNC:18627	PFN3	not-available	P60673	protein-coding gene
HGNC:31103	PFN4	not-available	Q8NHR9	protein-coding gene
HGNC:8885	PGA3	not-available	P0DJD8	protein-coding gene
HGNC:8886	PGA4	not-available	P0DJD7	protein-coding gene
HGNC:8887	PGA5	not-available	P0DJD9	protein-coding gene
HGNC:8888	PGAM1	PGAM-B	P18669	protein-coding gene
HGNC:8889	PGAM2	PGAM-M	P15259	protein-coding gene
HGNC:21731	PGAM4	PGAM3;dJ1000K24.1;PGAM1;PGAM-B	Q8N0Y7	protein-coding gene
HGNC:28763	PGAM5	BXLBv68;MGC5352	Q96HS1	protein-coding gene
HGNC:25712	PGAP1	Bst1;SPG67;FLJ12377	Q75T13	protein-coding gene
HGNC:17893	PGAP2	FRAG1;CWH43-N	Q9UHJ9	protein-coding gene
HGNC:23719	PGAP3	PER1;MGC9753;PP1498;CAB2	Q96FM1	protein-coding gene
HGNC:28180	PGAP4	MGC12992	Q9BRR3	protein-coding gene
HGNC:17205	PGAP6	M83	Q9HCN3	protein-coding gene
HGNC:19398	PGBD1	SCAND4;dJ874C20.4;HUCEP-4	Q96JS3	protein-coding gene
HGNC:19399	PGBD2	not-available	Q6P3X8	protein-coding gene
HGNC:19400	PGBD3	FLJ90201	Q8N328	protein-coding gene
HGNC:19401	PGBD4	FLJ32638;FLJ37497	Q96DM1	protein-coding gene
HGNC:19405	PGBD5	FLJ11413;DKFZp761A0620	Q8N414	protein-coding gene
HGNC:8890	PGC	not-available	P20142	protein-coding gene
HGNC:8891	PGD	not-available	P52209	protein-coding gene
HGNC:8893	PGF	D12S1900;PLGF;SHGC-10760;PlGF;PlGF-2;PIGF	P49763	protein-coding gene
HGNC:26210	PGGHG	FLJ22635	Q32M88	protein-coding gene
HGNC:8895	PGGT1B	BGGI;GGTI	P53609	protein-coding gene
HGNC:8896	PGK1	not-available	P00558	protein-coding gene
HGNC:8898	PGK2	PGKPS;PGK-2	P07205	protein-coding gene
HGNC:8903	PGLS	6PGL	O95336	protein-coding gene
HGNC:8904	PGLYRP1	TAG7;PGRPS;PGRP-S;PGRP	O75594	protein-coding gene
HGNC:30013	PGLYRP2	tagL-alpha;TAGL-like;PGRP-L;PGRPL;PGLYRPL;tagl-beta;tagL	Q96PD5	protein-coding gene
HGNC:30014	PGLYRP3	PGRP-Ialpha;PGRPIA;PGLYRPIalpha	Q96LB9	protein-coding gene
HGNC:30015	PGLYRP4	PGRPIB;PGRP-Ibeta;SBBI67;PGLYRPIbeta	Q96LB8	protein-coding gene
HGNC:8905	PGM1	not-available	P36871	protein-coding gene
HGNC:8906	PGM2	FLJ10983	Q96G03	protein-coding gene
HGNC:20898	PGM2L1	FLJ32029;BM32A	Q6PCE3	protein-coding gene
HGNC:8907	PGM3	DKFZP434B187;AGM1;PAGM	O95394	protein-coding gene
HGNC:8908	PGM5	PGMRP	Q15124	protein-coding gene
HGNC:8909	PGP	not-available	A6NDG6	protein-coding gene
HGNC:13568	PGPEP1	PGP-I;Pcp;PGPI;PGP	Q9NXJ5	protein-coding gene
HGNC:27080	PGPEP1L	not-available	A6NFU8	protein-coding gene
HGNC:8910	PGR	NR3C3;PR	P06401	protein-coding gene
HGNC:16090	PGRMC1	HPR6.6	O00264	protein-coding gene
HGNC:16089	PGRMC2	DG6;PMBP	O15173	protein-coding gene
HGNC:30029	PGS1	DKFZP762M186	Q32NB8	protein-coding gene
HGNC:20990	PHACTR1	KIAA1733;dJ257A7.2	Q9C0D0	protein-coding gene
HGNC:20956	PHACTR2	KIAA0680	O75167	protein-coding gene
HGNC:15833	PHACTR3	PPP1R123	Q96KR7	protein-coding gene
HGNC:25793	PHACTR4	PPP1R124;FLJ13171	Q8IZ21	protein-coding gene
HGNC:29564	PHAF1	FLJ12076;MYTHO;lin-10	Q9BSU1	protein-coding gene
HGNC:10241	PHAX	FLJ13193	Q9H814	protein-coding gene
HGNC:8912	PHB1	not-available	P35232	protein-coding gene
HGNC:30306	PHB2	Bap37;BCAP37;REA;p22	Q99623	protein-coding gene
